Account Length (Weeks),Messages,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Int'l Plan,Message Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone,Churn
72,0,165.9,235.9,210.1,12,2,0,0,114,28.2,97,20.05,120,9.45,5,3.24,MO,415,385-8242,0
66,0,154,198.9,151.9,9.5,4,0,0,133,26.18,121,16.91,100,6.84,3,2.57,AZ,510,337-1003,1
65,29,158.1,322.2,210,8.9,1,0,1,104,26.88,81,27.39,96,9.45,6,2.4,MN,510,354-3406,0
74,0,225.2,215.1,241.8,9.1,2,0,0,93,38.28,120,18.28,95,10.88,2,2.46,CO,415,394-2348,0
116,0,159.4,179.5,167.8,9.7,6,0,0,79,27.1,88,15.26,71,7.55,2,2.62,MD,408,405-7344,1
68,0,172.7,139.1,174.3,11.7,2,0,0,95,29.36,90,11.82,99,7.84,1,3.16,AR,510,376-5869,0
68,0,222.8,175.8,202,11,3,0,0,99,37.88,85,14.94,111,9.09,3,2.97,TN,415,397-5331,0
54,0,214.1,240.5,188.9,10.1,1,1,0,77,36.4,94,20.44,75,8.5,3,2.73,DE,415,379-4663,0
99,0,54.8,173,195.1,7.5,1,0,0,92,9.32,103,14.71,125,8.78,3,2.03,TN,408,418-0825,0
107,0,134,174.5,311.1,7.3,3,0,0,104,22.78,94,14.83,79,14,3,1.97,WI,408,392-0483,0
124,0,184.8,175.1,158.2,10.5,1,0,0,74,31.42,84,14.88,95,7.12,6,2.84,WV,510,355-6318,0
95,36,283.1,286.2,261.7,11.3,3,0,1,112,48.13,86,24.33,129,11.78,3,3.05,CT,415,375-6522,0
173,0,291.8,214.3,151.2,9.9,0,0,0,143,49.61,134,18.22,119,6.8,2,2.67,MN,510,372-6967,1
110,0,222.7,105.8,214.8,13.5,1,0,0,94,37.86,98,8.99,78,9.67,4,3.65,MO,408,356-6179,0
102,0,174.5,236.8,270.4,8.5,0,0,0,79,29.67,136,20.13,110,12.17,5,2.3,VA,510,398-0090,0
130,0,68.4,193.3,171.5,10.4,0,0,0,86,11.63,110,16.43,139,7.72,4,2.81,NH,408,390-2371,0
91,31,273,215.5,104.7,9.6,1,0,1,78,46.41,98,18.32,114,4.71,2,2.59,OK,408,332-2493,0
64,0,225.3,108.2,139.6,17.3,1,1,0,134,38.3,87,9.2,132,6.28,9,4.67,CT,415,406-4925,1
176,23,283.2,162.6,177.7,7.2,1,0,1,130,48.14,74,13.82,104,8,6,1.94,TN,415,418-8448,0
93,0,131.4,219.7,155.7,11.1,1,1,0,78,22.34,106,18.67,103,7.01,2,3,MD,510,384-6484,1
84,12,89.7,138.6,165.8,10.7,1,0,1,87,15.25,73,11.78,114,7.46,2,2.89,WI,510,378-9365,0
138,0,127.1,247.7,207.7,5,3,0,0,102,21.61,106,21.05,75,9.35,3,1.35,SD,510,350-0339,0
101,28,105.9,231.7,281.3,10.7,1,0,1,132,18,107,19.69,120,12.66,5,2.89,ND,415,379-2025,0
136,0,142.3,158,177.5,6,2,0,0,79,24.19,113,13.43,75,7.99,11,1.62,VA,408,411-4299,0
111,0,191.3,138.5,246,6.4,2,0,0,80,32.52,94,11.77,107,11.07,3,1.73,UT,510,347-7592,0
132,36,201.9,156.3,131.3,13.7,0,0,1,93,34.32,75,13.29,92,5.91,5,3.7,MA,408,341-9273,0
128,0,247.3,182.7,143.2,14.7,3,0,0,91,42.04,60,15.53,112,6.44,2,3.97,SD,415,353-4458,0
92,38,242.2,159.7,210,8.9,1,0,1,96,41.17,144,13.57,108,9.45,1,2.4,AL,408,371-7609,0
197,0,127.3,222.3,173.9,13.7,5,1,0,80,21.64,115,18.9,95,7.83,5,3.7,AL,415,395-1025,1
191,0,162,241.2,210.4,10.9,1,0,0,104,27.54,120,20.5,83,9.47,7,2.94,WV,408,351-9248,0
99,33,179.1,238.3,165.7,10.6,2,0,1,93,30.45,102,20.26,96,7.46,1,2.86,SC,415,329-9477,0
106,31,197.4,123.4,115.6,12.3,3,0,1,125,33.56,110,10.49,101,5.2,4,3.32,FL,415,407-4740,0
88,0,148.2,308.7,235.4,6.4,2,0,0,82,25.19,67,26.24,79,10.59,4,1.73,KY,415,405-4458,0
78,0,193.1,172.1,129.6,10.2,0,0,0,85,32.83,105,14.63,119,5.83,1,2.75,UT,415,390-6702,0
98,0,171.7,174.8,189.6,7.8,1,0,0,99,29.19,87,14.86,130,8.53,6,2.11,NY,408,403-5279,0
17,35,198.5,270.6,209.9,8.1,1,0,1,123,33.75,74,23,130,9.45,10,2.19,MS,408,391-0109,0
56,24,121.7,184,266.6,12.7,1,0,1,87,20.69,76,15.64,98,12,3,3.43,NH,415,389-6910,0
84,0,130.2,278,305.4,14,2,0,0,105,22.13,60,23.63,74,13.74,6,3.78,VA,415,372-2581,0
95,0,203.4,168.6,173,13.7,2,0,0,96,34.58,61,14.33,105,7.79,3,3.7,VT,510,395-6707,0
16,0,174.7,280.8,171.7,10.5,5,0,0,83,29.7,122,23.87,80,7.73,8,2.84,WY,415,400-5913,0
76,0,241,231.8,220.2,9.9,1,1,0,120,40.97,96,19.7,67,9.91,1,2.67,NV,510,377-6749,1
93,0,141.7,221,227.1,10.2,0,0,0,95,24.09,100,18.79,71,10.22,3,2.75,WV,415,384-6002,0
83,0,134.8,167.2,161.5,7.7,2,0,0,96,22.92,78,14.21,123,7.27,5,2.08,WA,408,338-3399,0
123,0,163.1,249.4,168.2,9,1,0,0,119,27.73,51,21.2,77,7.57,10,2.43,KS,415,332-5679,0
64,0,145.5,228.4,273.4,8.9,1,0,0,116,24.74,110,19.41,91,12.3,8,2.4,VT,408,349-2260,0
82,0,329.8,208.3,267.1,10.6,0,0,0,73,56.07,120,17.71,102,12.02,6,2.86,OK,510,393-1305,1
107,0,194.5,186.3,178.3,12.7,2,0,0,97,33.07,131,15.84,106,8.02,1,3.43,GA,510,385-4520,0
110,0,131.9,272.7,192.8,7.1,1,0,0,93,22.42,106,23.18,105,8.68,4,1.92,CO,510,345-1958,0
96,29,150,159.4,228.1,8.5,1,0,1,91,25.5,75,13.55,55,10.26,3,2.3,AK,408,334-0541,0
47,30,196.6,241.4,226,12.9,2,0,1,93,33.42,140,20.52,118,10.17,4,3.48,TN,415,332-0659,0
115,0,99.7,145.1,149.4,14.1,2,0,0,107,16.95,96,12.33,99,6.72,4,3.81,KY,510,380-2712,0
69,0,143.6,141.8,194,10.8,3,0,0,88,24.41,86,12.05,83,8.73,5,2.92,PA,415,395-5479,0
163,40,231.9,211.8,268.5,12.3,2,0,1,56,39.42,91,18,74,12.08,3,3.32,CT,408,398-6521,0
90,0,37.8,155.3,175,14.2,3,0,0,80,6.43,105,13.2,111,7.88,5,3.83,CT,415,334-4554,0
98,0,72.8,186.4,175.3,10.5,3,0,0,107,12.38,103,15.84,110,7.89,4,2.84,MN,415,384-3851,0
90,39,94.8,219.1,197.4,11.4,1,0,1,89,16.12,91,18.62,65,8.88,5,3.08,WY,408,368-6894,0
174,15,221.8,210.6,221.8,12.4,1,0,1,143,37.71,115,17.9,109,9.98,9,3.35,PA,415,353-9650,0
95,0,269,233.7,179.3,7.3,2,0,0,120,45.73,120,19.86,61,8.07,4,1.97,OR,415,348-1793,1
79,0,268.3,185.5,264.6,6.3,1,0,0,114,45.61,111,15.77,88,11.91,7,1.7,PA,415,365-7700,1
123,27,198.7,249,173.2,12.5,1,0,1,127,33.78,105,21.17,124,7.79,5,3.38,OK,415,393-8896,0
99,0,115.5,218.1,254.9,11.5,7,0,0,75,19.64,111,18.54,98,11.47,7,3.11,VT,415,380-5654,1
114,0,202.1,195.7,291.8,13.3,2,0,0,100,34.36,102,16.63,120,13.13,5,3.59,ID,415,381-9305,0
141,0,215.6,200.6,153.8,12.4,1,0,0,113,36.65,81,17.05,107,6.92,6,3.35,PA,510,365-0597,0
132,0,169.9,209.4,206.1,11.5,1,0,0,107,28.88,121,17.8,79,9.27,2,3.11,NM,408,415-5180,0
133,0,201.7,169.4,286.3,6,0,0,0,85,34.29,116,14.4,80,12.88,4,1.62,FL,510,392-9131,0
133,0,221.1,160.2,161.8,8.4,4,0,0,133,37.59,140,13.62,84,7.28,3,2.27,TX,408,401-3067,0
93,32,218.7,115,192.7,9.4,2,0,1,117,37.18,61,9.78,85,8.67,5,2.54,VT,510,338-3713,0
34,0,293.7,272.5,178.2,11,2,0,0,89,49.93,71,23.16,76,8.02,10,2.97,MA,415,374-9721,1
140,0,120.3,240.4,216.4,7.7,4,0,0,108,20.45,84,20.43,74,9.74,3,2.08,OR,415,333-2725,1
96,26,175.8,206.6,178,11.1,2,0,1,96,29.89,84,17.56,105,8.01,2,3,DE,415,345-3499,0
144,0,278.5,240.7,120,11.6,1,0,0,95,47.35,90,20.46,90,5.4,5,3.13,FL,510,384-1027,1
24,29,236.3,190.8,129,7.2,3,0,1,105,40.17,114,16.22,105,5.81,2,1.94,ID,408,341-9071,0
54,0,273.8,119.6,267.6,11.7,1,0,0,113,46.55,156,10.17,117,12.04,3,3.16,MD,415,408-2131,0
50,0,131.1,160.5,206.9,5.6,5,0,0,129,22.29,94,13.64,88,9.31,9,1.51,WV,408,348-3822,1
92,23,167.4,258.6,116.4,11.2,4,0,1,83,28.46,129,21.98,110,5.24,3,3.02,ID,415,417-7072,0
96,0,197.7,250.5,181.2,10.5,3,0,0,68,33.61,53,21.29,67,8.15,3,2.84,NV,408,375-3779,0
146,0,169.5,230.9,269.8,9,2,0,0,93,28.82,71,19.63,115,12.14,7,2.43,OH,415,358-0612,0
138,17,225.2,173.4,145.8,11.7,0,1,1,116,38.28,88,14.74,99,6.56,4,3.16,ID,415,339-5852,0
102,0,174.5,213.7,164.7,10.3,4,0,0,73,29.67,114,18.16,116,7.41,5,2.78,SC,408,368-4713,0
76,0,129.7,177.5,228.9,7.5,5,0,0,84,22.05,80,15.09,87,10.3,3,2.03,MO,510,418-3790,1
99,0,200,107.9,233.7,11.4,3,0,0,66,34,104,9.17,82,10.52,2,3.08,NE,415,386-2198,0
83,36,95.9,261.6,228.6,13.3,0,0,1,87,16.3,105,22.24,109,10.29,4,3.59,NC,510,366-9642,0
36,25,152.8,242.8,147.4,9.1,1,0,1,110,25.98,67,20.64,74,6.63,2,2.46,ME,510,335-3845,0
70,0,129.9,208.7,231.4,14.3,1,0,0,102,22.08,133,17.74,93,10.41,3,3.86,MI,510,400-5483,0
109,0,268.4,150.6,297.9,9.7,2,1,0,85,45.63,131,12.8,84,13.41,8,2.62,AZ,415,404-2524,1
100,0,188.5,148.3,179.8,15.2,2,0,0,152,32.05,115,12.61,88,8.09,5,4.1,AZ,415,333-9750,0
104,0,170.6,162.1,210.7,6.1,1,0,0,97,29,111,13.78,131,9.48,1,1.65,HI,408,353-1094,0
106,0,191.4,200.7,230.1,8.2,1,0,0,124,32.54,116,17.06,76,10.35,3,2.21,NJ,415,397-0005,0
84,0,75.3,179.9,193.8,12.3,1,0,0,96,12.8,113,15.29,134,8.72,1,3.32,MS,510,380-5591,0
80,0,149.8,276.3,241.4,10.9,2,0,0,123,25.47,75,23.49,75,10.86,7,2.94,MA,510,329-9538,0
100,0,115.9,111.3,170.2,7.1,1,0,0,87,19.7,56,9.46,77,7.66,4,1.92,SC,510,348-6238,0
99,0,128.8,203.9,282.6,14.1,2,0,0,86,21.9,105,17.33,131,12.72,4,3.81,MN,408,388-2852,0
50,0,131.7,216.5,196.1,11,1,0,0,108,22.39,103,18.4,126,8.82,5,2.97,WV,510,358-7728,0
105,0,101.4,159.1,259.2,12.2,1,0,0,48,17.24,119,13.52,53,11.66,2,3.29,MS,415,343-3858,0
113,23,149,235.8,201.8,9.5,4,0,1,104,25.33,67,20.04,76,9.08,5,2.57,VA,415,401-5845,0
111,36,96.8,170.6,166,13.4,2,0,1,123,16.46,105,14.5,85,7.47,4,3.62,MS,415,404-8758,0
161,0,107.5,256.4,247.2,12.6,2,0,0,121,18.28,46,21.79,131,11.12,3,3.4,NM,408,397-5138,0
70,0,232.8,303.4,255.6,12.9,0,0,0,95,39.58,111,25.79,104,11.5,7,3.48,TX,415,341-2165,1
97,43,121.1,260.2,222.4,8.3,3,0,1,105,20.59,115,22.12,100,10.01,5,2.24,HI,415,408-1417,0
130,0,124.3,270.7,239.5,3.5,0,0,0,70,21.13,99,23.01,83,10.78,6,0.95,WA,510,406-2577,0
92,0,157.7,298.6,216.9,13.8,1,0,0,101,26.81,100,25.38,99,9.76,3,3.73,WI,415,351-8885,0
119,0,124.3,207.1,157.4,14.8,0,0,0,68,21.13,88,17.6,93,7.08,1,4,CO,408,368-1571,0
115,0,286.4,205.7,191.4,6.9,1,0,0,125,48.69,74,17.48,141,8.61,6,1.86,NV,415,334-9217,1
134,0,141.7,205.6,218.5,8.8,0,0,0,95,24.09,101,17.48,60,9.83,6,2.38,RI,415,413-2426,0
127,25,173,245.8,300,4.8,0,0,1,91,29.41,64,20.89,99,13.5,3,1.3,VA,408,414-5355,0
80,0,268.7,301,167,5.8,2,0,0,120,45.68,147,25.59,140,7.52,1,1.57,NJ,415,330-4513,1
153,31,218.5,134.2,118.9,9.4,0,0,1,130,37.15,103,11.41,105,5.35,6,2.54,ND,415,386-8756,0
85,0,255.3,194.6,276.6,3.7,3,0,0,114,43.4,83,16.54,78,12.45,5,1,MN,415,363-7933,0
79,0,41.9,211,237.9,11.4,1,0,0,124,7.12,95,17.94,55,10.71,5,3.08,HI,415,334-5589,0
35,0,260.8,258.1,131.3,5.8,1,0,0,87,44.34,78,21.94,123,5.91,2,1.57,ND,415,361-6466,0
120,26,239.4,259.4,238,7.7,0,0,1,94,40.7,88,22.05,132,10.71,3,2.08,WI,408,374-8850,0
68,0,226.7,168.4,188.7,10.2,0,0,0,94,38.54,129,14.31,117,8.49,1,2.75,MN,510,370-8253,0
60,0,179.3,208.9,248.2,13.5,1,0,0,147,30.48,89,17.76,98,11.17,6,3.65,DC,408,355-2755,1
120,0,158,197,154.9,10,1,0,0,110,26.86,103,16.75,132,6.97,5,2.7,KS,510,392-8608,0
71,23,175.7,258.9,268.4,14.1,1,0,1,82,29.87,136,22.01,154,12.08,7,3.81,MT,510,363-0564,0
124,0,157.4,167.8,188.8,8.8,3,0,0,107,26.76,112,14.26,102,8.5,3,2.38,WV,415,358-8545,0
23,0,113.1,168.8,262.9,6.9,1,0,0,74,19.23,95,14.35,126,11.83,2,1.86,ME,510,376-2762,1
225,0,182.7,246.5,218,8.8,1,0,0,142,31.06,63,20.95,103,9.81,2,2.38,WY,415,374-6391,0
181,0,161.3,124.4,262,14.1,0,1,0,83,27.42,83,10.57,98,11.79,3,3.81,NY,415,421-8126,1
63,0,142.5,208.3,228.9,7.5,2,0,0,92,24.23,102,17.71,120,10.3,2,2.03,VT,415,351-8003,0
54,0,190.5,259.7,141.5,9.7,2,1,0,108,32.39,108,22.07,111,6.37,2,2.62,NC,415,407-1254,1
80,15,159.3,170.6,141.2,11.9,1,1,1,110,27.08,120,14.5,82,6.35,5,3.21,MO,408,405-4900,0
118,39,153.8,123.3,117.8,9.2,1,1,1,106,26.15,111,10.48,103,5.3,6,2.48,NC,408,340-2544,0
42,0,180.7,174.6,165.3,12,2,1,0,127,30.72,94,14.84,114,7.44,6,3.24,NJ,408,342-7459,0
134,0,202.7,224.9,253.9,12.1,0,0,0,105,34.46,90,19.12,108,11.43,7,3.27,OH,408,355-4354,0
66,35,190.8,261.3,209.5,8.9,0,0,1,100,32.44,93,22.21,108,9.43,6,2.4,TX,415,402-2199,0
66,0,205.1,232.7,259.9,9.2,2,0,0,102,34.87,109,19.78,95,11.7,6,2.48,WA,415,336-4352,0
127,28,235.6,236.8,241.2,7.7,1,0,1,124,40.05,113,20.13,127,10.85,2,2.08,TN,415,339-6353,0
146,0,189.3,155.9,186,7.4,0,0,0,77,32.18,128,13.25,83,8.37,3,2,HI,510,390-8857,0
93,42,166.9,273.2,171,11.5,1,0,1,101,28.37,84,23.22,106,7.69,1,3.11,WY,408,360-0870,0
77,0,245.2,254.1,239.4,7.5,0,0,0,87,41.68,83,21.6,91,10.77,4,2.03,CT,415,335-6127,1
111,0,132.6,221.1,127.9,12.7,4,0,0,125,22.54,67,18.79,101,5.76,2,3.43,NM,415,348-5664,1
125,0,182.3,139.8,171.6,11.6,2,0,0,64,30.99,121,11.88,96,7.72,7,3.13,NJ,415,406-7614,0
115,14,192.3,88.7,229.4,10.5,2,0,1,86,32.69,90,7.54,120,10.32,3,2.84,AL,510,390-7251,0
115,0,122,220.2,179.7,10.8,2,1,0,110,20.74,100,18.72,124,8.09,2,2.92,MN,510,390-9896,1
114,0,193,250,133.3,9.6,2,0,0,101,32.81,81,21.25,79,6,2,2.59,NC,408,405-0150,0
106,0,158.6,220,252.9,9.1,0,0,0,112,26.96,114,18.7,106,11.38,3,2.46,OH,415,364-7642,0
118,39,91.5,219.9,229,12.7,2,0,1,125,15.56,113,18.69,99,10.31,8,3.43,ND,415,329-8503,0
59,0,153.6,205.5,114.5,12.5,1,0,0,92,26.11,88,17.47,89,5.15,10,3.38,CO,510,331-7411,0
87,40,221.6,157.1,222.4,11.5,1,1,1,79,37.67,74,13.35,124,10.01,3,3.11,ND,415,343-7971,0
21,0,244.7,168,281.5,6.6,1,0,0,81,41.6,117,14.28,87,12.67,1,1.78,NY,415,335-7493,0
142,24,239.8,285.9,256.7,9.5,0,0,1,103,40.77,65,24.3,106,11.55,4,2.57,WI,408,343-2414,0
62,0,172.4,230.5,228.2,11,0,0,0,132,29.31,100,19.59,109,10.27,5,2.97,WY,415,336-1592,0
149,0,242.5,245.4,219.6,10,3,0,0,83,41.23,97,20.86,80,9.88,3,2.7,OR,415,331-3778,1
54,39,117.6,159.2,236.4,11.3,2,0,1,82,19.99,60,13.53,113,10.64,10,3.05,CO,510,360-3631,0
112,0,174.5,259.3,170.5,11.3,1,0,0,127,29.67,71,22.04,120,7.67,7,3.05,LA,510,410-3668,0
68,0,157.3,220.9,218.9,12,1,0,0,83,26.74,85,18.78,129,9.85,7,3.24,AL,510,344-3714,0
201,21,192,239.1,116.1,15.1,1,0,1,97,32.64,81,20.32,125,5.22,3,4.08,TX,415,408-1351,0
88,0,218.2,169.3,141.1,8,1,0,0,76,37.09,60,14.39,99,6.35,1,2.16,PA,510,396-4717,0
85,29,144.6,140,165.4,10.9,1,0,1,97,24.58,102,11.9,148,7.44,3,2.94,IL,415,391-5425,0
51,0,153.6,232.9,214.2,14.1,0,1,0,108,26.11,85,19.8,92,9.64,4,3.81,DE,415,420-8036,1
45,29,135.8,222.5,235.6,7.9,2,0,1,104,23.09,101,18.91,92,10.6,6,2.13,MO,510,398-8173,0
116,0,160.7,146.8,287.8,8.2,0,0,0,69,27.32,106,12.48,144,12.95,5,2.21,AR,510,409-6992,0
146,31,202.5,241.4,169.6,7.8,1,0,1,91,34.43,108,20.52,77,7.63,2,2.11,OH,408,391-6970,0
63,34,152.2,227.1,195.7,12.3,1,0,1,119,25.87,91,19.3,103,8.81,5,3.32,WI,510,395-0624,0
133,0,227.4,73.2,114.3,4.7,0,0,0,90,38.66,135,6.22,99,5.14,7,1.27,GA,510,393-7390,0
125,0,191.6,205.6,210.2,9.2,2,0,0,115,32.57,108,17.48,123,9.46,3,2.48,KY,408,328-6395,0
72,0,138.9,211.6,179.5,10.8,1,0,0,111,23.61,102,17.99,91,8.08,3,2.92,OH,510,411-5027,0
130,0,127,206.9,231.7,6.1,0,0,0,102,21.59,107,17.59,99,10.43,6,1.65,TN,408,401-3977,0
97,0,168.6,259.2,279.8,7.3,1,0,0,87,28.66,105,22.03,123,12.59,4,1.97,SD,415,385-3908,0
54,0,286.6,223.2,203.7,11.5,1,0,0,73,48.72,108,18.97,107,9.17,5,3.11,NY,415,348-0912,1
160,29,164.6,262.8,123.8,15.2,1,0,1,121,27.98,108,22.34,131,5.57,4,4.1,GA,415,341-4859,0
79,0,144,135.8,212.4,13,1,0,0,90,24.48,91,11.54,129,9.56,4,3.51,TX,415,330-5939,0
92,47,141.6,207.9,203.6,10.2,0,0,1,95,24.07,130,17.67,95,9.16,11,2.75,WV,415,361-0433,0
59,0,204.3,247.3,214.7,12,1,0,0,65,34.73,123,21.02,94,9.66,4,3.24,MI,415,375-0521,0
132,0,163.2,167.6,87.5,6.2,1,0,0,80,27.74,90,14.25,90,3.94,10,1.67,ND,510,372-4599,0
21,0,225,244.2,221.2,10.7,0,0,0,110,38.25,111,20.76,93,9.95,4,2.89,NE,510,408-9667,0
93,0,176.1,199.7,263.9,8.5,2,0,0,103,29.94,130,16.97,96,11.88,6,2.3,SD,415,333-4700,0
147,36,254.2,228.1,98,13.8,5,0,1,78,43.21,105,19.39,125,4.41,7,3.73,NJ,415,379-4616,0
101,0,174.9,262,210,8.5,1,0,0,105,29.73,75,22.27,93,9.45,5,2.3,AK,510,411-5520,0
125,0,187.3,160.7,263.8,9.6,0,1,0,118,31.84,111,13.66,112,11.87,2,2.59,CT,415,409-0070,1
63,0,211.8,230.9,217.1,10.7,3,0,0,84,36.01,137,19.63,99,9.77,9,2.89,CO,415,408-7290,0
107,0,241.9,126.9,185.6,11.7,0,0,0,102,41.12,117,10.79,92,8.35,6,3.16,MD,415,350-2556,0
110,0,196.1,199.7,135.9,12.9,3,0,0,103,33.34,123,16.97,71,6.12,1,3.48,ND,408,348-7720,0
83,0,231.3,210.4,217.4,12.4,3,0,0,100,39.32,84,17.88,106,9.78,2,3.35,NH,415,415-1410,0
117,0,161.6,196.3,294.8,13.8,1,0,0,104,27.47,119,16.69,111,13.27,2,3.73,MN,408,373-5839,0
124,0,194,241,227.5,11.9,0,0,0,103,32.98,116,20.49,153,10.24,5,3.21,KY,415,341-4810,0
115,0,109.7,223.8,240.3,15.4,3,0,0,148,18.65,87,19.02,96,10.81,8,4.16,NH,510,399-4949,0
156,0,277,238.3,94.4,8.3,1,1,0,119,47.09,106,20.26,96,4.25,3,2.24,CO,408,377-3658,0
89,0,192.1,163.6,169.7,6.1,0,0,0,83,32.66,88,13.91,138,7.64,3,1.65,KY,408,341-5761,0
72,0,198.4,216.9,112.8,13.1,0,0,0,147,33.73,121,18.44,125,5.08,4,3.54,KY,415,418-3281,0
101,42,209.2,159.7,181.6,9.5,0,0,1,82,35.56,74,13.57,100,8.17,3,2.57,IN,415,332-0861,0
53,0,184.8,216.4,141.1,18.4,2,0,0,98,31.42,125,18.39,116,6.35,3,4.97,OR,415,386-7084,0
116,0,167.8,142,190.7,7.3,2,0,0,119,28.53,123,12.07,128,8.58,4,1.97,SD,408,393-7418,0
78,0,139.2,191.4,286.5,11.8,3,0,0,140,23.66,113,16.27,125,12.89,3,3.19,DE,408,328-9724,0
117,17,221.3,167.6,262.7,4.4,0,0,1,82,37.62,100,14.25,87,11.82,4,1.19,OR,415,402-1461,0
56,0,121.6,165.3,243.9,8.9,1,0,0,84,20.67,115,14.05,95,10.98,2,2.4,NE,510,408-9018,0
123,39,270.4,245.1,108.9,15.4,1,0,1,99,45.97,110,20.83,113,4.9,7,4.16,OH,408,396-9527,0
127,0,139.6,240.9,127.1,8.8,2,0,0,94,23.73,112,20.48,88,5.72,4,2.38,OH,408,396-4077,0
116,23,253,138.9,277.8,11.8,2,0,1,78,43.01,121,11.81,104,12.5,3,3.19,AR,415,396-6630,0
138,26,183.9,240.7,185.7,15,1,0,1,83,31.26,93,20.46,125,8.36,3,4.05,KS,510,363-7568,0
120,0,203.3,259.9,115.9,7.8,3,0,0,108,34.56,66,22.09,103,5.22,2,2.11,TX,415,356-6000,0
102,0,200.6,152.5,199.4,7.7,3,0,0,106,34.1,127,12.96,128,8.97,2,2.08,WI,408,360-6153,0
95,0,167.6,176,250.9,13.4,2,0,0,96,28.49,89,14.96,113,11.29,6,3.62,OR,415,364-3907,0
102,0,156.5,204.3,141.9,9.9,2,0,0,67,26.61,103,17.37,72,6.39,2,2.67,VA,408,348-5515,0
89,25,215.1,197.4,162.1,10.6,1,0,1,140,36.57,69,16.78,117,7.29,10,2.86,AR,415,365-4333,0
50,0,301.7,167.1,72.2,10.5,1,0,0,82,51.29,118,14.2,89,3.25,6,2.84,CT,408,351-1361,0
93,42,152.3,267.5,266.9,11.3,7,0,1,90,25.89,102,22.74,130,12.01,5,3.05,OH,415,397-4906,0
68,0,195.4,212.1,138.4,15.1,1,0,0,116,33.22,101,18.03,134,6.23,11,4.08,WY,510,398-1492,0
70,0,208.7,275.5,182.5,8,2,0,0,97,35.48,83,23.42,122,8.21,3,2.16,IL,408,382-5500,0
138,29,190.1,223.2,256.2,14.2,0,0,1,87,32.32,123,18.97,130,11.53,6,3.83,MO,415,408-6252,0
141,37,185.4,178.5,218.3,8,4,0,1,87,31.52,128,15.17,107,9.82,3,2.16,DC,415,333-4811,0
112,17,183.2,252.8,156.7,9.7,0,0,1,95,31.14,125,21.49,95,7.05,3,2.62,MA,415,358-4423,0
117,0,54.2,303.2,171.8,8.6,1,1,0,100,9.21,84,25.77,84,7.73,2,2.32,NH,510,397-9259,1
1,26,208,185,177.7,8.1,1,0,1,115,35.36,113,15.73,144,8,9,2.19,IA,408,331-3498,0
70,0,230.3,77.9,247.1,13.2,1,0,0,110,39.15,87,6.62,105,11.12,4,3.56,AL,415,345-1714,0
87,22,240.8,75.9,224.6,7.1,2,0,1,102,40.94,106,6.45,115,10.11,3,1.92,OR,510,395-9368,0
52,21,195.7,106.2,157.4,5.3,2,0,1,119,33.27,95,9.03,94,7.08,3,1.43,WV,510,373-3123,0
97,0,276.1,201.1,231.3,8.9,0,0,0,82,46.94,106,17.09,73,10.41,4,2.4,WA,408,373-4957,1
105,0,166.1,175.9,243.5,16.2,2,0,0,93,28.24,106,14.95,55,10.96,3,4.37,NV,408,415-0709,0
77,28,135.9,244.5,207.5,11.5,4,0,1,117,23.1,102,20.78,74,9.34,3,3.11,SC,510,369-6632,1
80,0,189.1,223.2,269,13.9,2,1,0,122,32.15,92,18.97,116,12.11,3,3.75,NC,415,420-6328,1
120,43,177.9,175.1,161.3,11.5,1,0,1,117,30.24,70,14.88,117,7.26,4,3.11,NH,510,395-9182,0
54,39,143.9,210.3,129.2,12.5,2,0,1,73,24.46,117,17.88,117,5.81,8,3.38,WY,408,405-8147,0
148,0,148.2,159.6,197.4,8.6,2,1,0,138,25.19,123,13.57,62,8.88,3,2.32,FL,510,394-5047,0
119,0,287.1,159.3,216.8,13.9,2,0,0,115,48.81,99,13.54,86,9.76,1,3.75,PA,408,342-2930,1
162,26,179.7,218.1,212.3,9.3,1,0,1,144,30.55,129,18.54,105,9.55,8,2.51,NC,408,340-6672,1
85,0,165.8,190,144,10.9,5,0,0,96,28.19,141,16.15,116,6.48,3,2.94,MO,510,383-4685,1
101,25,144.1,167.6,240,14.5,1,0,1,144,24.5,105,14.25,107,10.8,3,3.92,KS,510,413-9706,0
172,0,172.5,253.1,221.6,5.9,0,0,0,85,29.33,71,21.51,113,9.97,6,1.59,KY,415,343-0139,0
80,0,199.8,167.1,271.8,5.5,1,0,0,138,33.97,91,14.2,94,12.23,4,1.49,DE,415,376-4201,0
67,0,109.1,142.3,91.2,10.9,2,0,0,134,18.55,76,12.1,86,4.1,5,2.94,WI,510,417-7393,0
86,0,171.8,301.7,139.4,9.7,1,0,0,106,29.21,44,25.64,108,6.27,5,2.62,CO,408,419-0148,0
107,0,222.3,286,249.4,12.1,1,0,0,101,37.79,111,24.31,117,11.22,4,3.27,NM,415,407-1412,1
133,0,245.8,264.7,111.7,11.2,0,0,0,102,41.79,90,22.5,103,5.03,7,3.02,DE,510,333-8484,0
116,0,164.6,270.6,230.4,8,0,0,0,110,27.98,103,23,109,10.37,3,2.16,IL,510,360-5721,0
63,0,211.7,271.7,203.3,7.4,0,0,0,107,35.99,77,23.09,108,9.15,7,2,WA,408,342-7549,0
